date,transaction_id,amount,type,category,description
2024-07-01,TXN-202407-014,893.21,expense,software,CRM platform monthly subscription
2024-07-01,TXN-202407-015,1384.12,expense,insurance,Workers compensation and property insurance - monthly
2024-07-06,TXN-202407-008,14175.81,expense,cogs,Cutting fluids and machine lubricants
2024-07-07,TXN-202407-003,20889.2,revenue,product_sales,Industrial component sales - Batch 2024-07-C
2024-07-07,TXN-202407-012,3793.7,expense,utilities,"Electric, gas, and water - Dayton facility"
2024-07-15,TXN-202407-002,38227.23,revenue,product_sales,Industrial component sales - Batch 2024-07-B
2024-07-15,TXN-202407-005,35729.6,expense,payroll,Bi-weekly payroll - Period 1
2024-07-20,TXN-202407-004,94636.63,revenue,product_sales,Custom machined parts order
2024-07-20,TXN-202407-013,2466.93,expense,marketing,Email marketing platform subscription
2024-07-22,TXN-202407-001,25124.22,revenue,service_fees,Installation and maintenance services
2024-07-22,TXN-202407-010,6840.58,expense,cogs,Welding rods and consumables
2024-07-24,TXN-202407-009,13293.5,expense,cogs,Packaging materials and shipping supplies
2024-07-27,TXN-202407-011,31087.54,expense,cogs,Specialty fasteners and hardware
2024-07-28,TXN-202407-006,35729.6,expense,payroll,Bi-weekly payroll - Period 2
2024-08-01,TXN-202408-009,8500.0,expense,rent,"Monthly facility lease - 4200 Industrial Pkwy, Dayton OH"
2024-08-01,TXN-202408-019,1389.45,expense,insurance,Workers compensation and property insurance - monthly
2024-08-02,TXN-202408-018,1788.41,expense,software,CRM platform monthly subscription
2024-08-08,TXN-202408-013,7458.46,expense,cogs,Hydraulic fittings and seals
2024-08-10,TXN-202408-016,2861.11,expense,utilities,"Electric, gas, and water - Dayton facility"
2024-08-12,TXN-202408-011,10979.11,expense,cogs,Welding rods and consumables
2024-08-14,TXN-202408-003,38222.76,revenue,product_sales,Industrial component sales - Batch 2024-08-C
2024-08-14,TXN-202408-012,10058.49,expense,cogs,Packaging materials and shipping supplies
2024-08-14,TXN-202408-014,2517.36,expense,cogs,Specialty fasteners and hardware
2024-08-15,TXN-202408-007,35590.91,expense,payroll,Bi-weekly payroll - Period 1
2024-08-15,TXN-202408-017,2287.85,expense,marketing,Email marketing platform subscription
2024-08-16,TXN-202408-010,23412.22,expense,cogs,Welding rods and consumables
2024-08-19,TXN-202408-020,2749.28,expense,professional_services,Legal review - vendor contract renewal
2024-08-19,TXN-202408-021,1523.02,expense,professional_services,HR regulatory alignment consulting
2024-08-24,TXN-202408-006,7877.66,revenue,product_sales,Industrial component sales - Batch 2024-08-F
2024-08-25,TXN-202408-002,33372.1,revenue,product_sales,Custom machined parts order
2024-08-26,TXN-202408-004,25789.82,revenue,product_sales,Industrial component sales - Batch 2024-08-D
2024-08-26,TXN-202408-015,9487.14,expense,cogs,Packaging materials and shipping supplies
2024-08-27,TXN-202408-005,21885.96,revenue,product_sales,Industrial component sales - Batch 2024-08-E
2024-08-28,TXN-202408-001,41072.37,revenue,product_sales,Industrial component sales - Batch 2024-08-A
2024-08-28,TXN-202408-008,35590.91,expense,payroll,Bi-weekly payroll - Period 2
2024-09-01,TXN-202409-008,8500.0,expense,rent,"Monthly facility lease - 4200 Industrial Pkwy, Dayton OH"
2024-09-01,TXN-202409-018,1285.91,expense,insurance,Workers compensation and property insurance - monthly
2024-09-03,TXN-202409-004,20469.78,revenue,product_sales,Industrial component sales - Batch 2024-09-D
2024-09-05,TXN-202409-010,12414.62,expense,cogs,Packaging materials and shipping supplies
2024-09-05,TXN-202409-017,975.07,expense,software,CRM platform monthly subscription
2024-09-06,TXN-202409-014,13514.33,expense,cogs,Specialty fasteners and hardware
2024-09-08,TXN-202409-016,2768.14,expense,marketing,LinkedIn sponsored content - B2B outreach
2024-09-09,TXN-202409-015,3543.63,expense,utilities,"Electric, gas, and water - Dayton facility"
2024-09-11,TXN-202409-001,66439.27,revenue,product_sales,Industrial component sales - Batch 2024-09-A
2024-09-11,TXN-202409-011,4918.19,expense,cogs,Raw steel and aluminum stock
2024-09-13,TXN-202409-013,3886.29,expense,cogs,Packaging materials and shipping supplies
2024-09-15,TXN-202409-006,37070.72,expense,payroll,Bi-weekly payroll - Period 1
2024-09-18,TXN-202409-003,44888.99,revenue,product_sales,Industrial component sales - Batch 2024-09-C
2024-09-19,TXN-202409-019,9465.33,expense,cogs,Equipment maintenance - CNC mill overhaul
2024-09-22,TXN-202409-005,22838.61,revenue,service_fees,Technical consulting engagement
2024-09-25,TXN-202409-002,17802.77,revenue,product_sales,Industrial component sales - Batch 2024-09-B
2024-09-26,TXN-202409-009,24822.09,expense,cogs,Hydraulic fittings and seals
2024-09-27,TXN-202409-012,3351.41,expense,cogs,Raw steel and aluminum stock
2024-09-28,TXN-202409-007,37070.72,expense,payroll,Bi-weekly payroll - Period 2
2024-10-01,TXN-202410-007,8500.0,expense,rent,"Monthly facility lease - 4200 Industrial Pkwy, Dayton OH"
2024-10-01,TXN-202410-017,1286.27,expense,insurance,Workers compensation and property insurance - monthly
2024-10-02,TXN-202410-016,1601.93,expense,software,CAD/CAM software license - SolidWorks
2024-10-03,TXN-202410-012,7798.79,expense,cogs,Welding rods and consumables
2024-10-07,TXN-202410-014,3965.97,expense,utilities,"Electric, gas, and water - Dayton facility"
2024-10-10,TXN-202410-002,76150.32,revenue,product_sales,Industrial component sales - Batch 2024-10-B
2024-10-10,TXN-202410-015,2984.2,expense,marketing,Print catalog production and mailing
2024-10-11,TXN-202410-009,11767.56,expense,cogs,Hydraulic fittings and seals
2024-10-12,TXN-202410-001,15808.44,revenue,other_income,Scrap metal recycling revenue
2024-10-14,TXN-202410-003,56427.39,revenue,product_sales,Industrial component sales - Batch 2024-10-C
2024-10-14,TXN-202410-008,10532.1,expense,cogs,Welding rods and consumables
2024-10-15,TXN-202410-004,25382.47,revenue,service_fees,Installation and maintenance services
2024-10-15,TXN-202410-005,34193.18,expense,payroll,Bi-weekly payroll - Period 1
2024-10-20,TXN-202410-011,6332.39,expense,cogs,Hydraulic fittings and seals
2024-10-23,TXN-202410-010,8351.87,expense,cogs,Packaging materials and shipping supplies
2024-10-25,TXN-202410-013,14834.1,expense,cogs,Packaging materials and shipping supplies
2024-10-28,TXN-202410-006,34193.18,expense,payroll,Bi-weekly payroll - Period 2
2024-11-01,TXN-202411-008,8500.0,expense,rent,"Monthly facility lease - 4200 Industrial Pkwy, Dayton OH"
2024-11-01,TXN-202411-016,1064.46,expense,software,CRM platform monthly subscription
2024-11-01,TXN-202411-017,1210.58,expense,insurance,Workers compensation and property insurance - monthly
2024-11-04,TXN-202411-011,7038.84,expense,cogs,Specialty fasteners and hardware
2024-11-05,TXN-202411-004,44433.54,revenue,product_sales,Custom machined parts order
2024-11-09,TXN-202411-012,6539.09,expense,cogs,Hydraulic fittings and seals
2024-11-09,TXN-202411-014,4171.92,expense,utilities,"Electric, gas, and water - Dayton facility"
2024-11-10,TXN-202411-002,41845.09,revenue,product_sales,Industrial component sales - Batch 2024-11-B
2024-11-12,TXN-202411-005,11329.93,revenue,product_sales,Industrial component sales - Batch 2024-11-E
2024-11-12,TXN-202411-010,13374.31,expense,cogs,Raw steel and aluminum stock
2024-11-14,TXN-202411-003,22646.16,revenue,product_sales,Industrial component sales - Batch 2024-11-C
2024-11-15,TXN-202411-006,36768.12,expense,payroll,Bi-weekly payroll - Period 1
2024-11-15,TXN-202411-015,2041.28,expense,marketing,Google Ads - industrial components campaign
2024-11-17,TXN-202411-009,24196.53,expense,cogs,Cutting fluids and machine lubricants
2024-11-24,TXN-202411-001,52596.72,revenue,product_sales,Industrial component sales - Batch 2024-11-A
2024-11-25,TXN-202411-013,12776.59,expense,cogs,Hydraulic fittings and seals
2024-11-28,TXN-202411-007,36768.12,expense,payroll,Bi-weekly payroll - Period 2
2024-12-01,TXN-202412-010,8500.0,expense,rent,"Monthly facility lease - 4200 Industrial Pkwy, Dayton OH"
2024-12-01,TXN-202412-020,1219.44,expense,insurance,Workers compensation and property insurance - monthly
2024-12-02,TXN-202412-004,32740.25,revenue,service_fees,Technical consulting engagement
2024-12-03,TXN-202412-019,1701.7,expense,software,QuickBooks Online subscription
2024-12-04,TXN-202412-006,8256.88,revenue,product_sales,Industrial component sales - Batch 2024-12-F
2024-12-05,TXN-202412-017,3997.63,expense,utilities,"Electric, gas, and water - Dayton facility"
2024-12-07,TXN-202412-021,2260.43,expense,cogs,Forklift repair and safety inspection
2024-12-08,TXN-202412-015,2852.94,expense,cogs,Packaging materials and shipping supplies
2024-12-10,TXN-202412-005,28960.77,revenue,other_income,Scrap metal recycling revenue
2024-12-10,TXN-202412-014,5531.21,expense,cogs,Raw steel and aluminum stock
2024-12-14,TXN-202412-003,13695.01,revenue,product_sales,Industrial component sales - Batch 2024-12-C
2024-12-14,TXN-202412-018,3456.13,expense,marketing,Print catalog production and mailing
2024-12-15,TXN-202412-008,35110.39,expense,payroll,Bi-weekly payroll - Period 1
2024-12-16,TXN-202412-016,5991.47,expense,cogs,Specialty fasteners and hardware
2024-12-18,TXN-202412-007,5071.3,revenue,product_sales,Industrial component sales - Batch 2024-12-G
2024-12-21,TXN-202412-001,8986.59,revenue,service_fees,Installation and maintenance services
2024-12-21,TXN-202412-013,8031.09,expense,cogs,Packaging materials and shipping supplies
2024-12-22,TXN-202412-012,13236.07,expense,cogs,Raw steel and aluminum stock
2024-12-23,TXN-202412-002,43002.63,revenue,product_sales,Industrial component sales - Batch 2024-12-B
2024-12-25,TXN-202412-011,15046.3,expense,cogs,Specialty fasteners and hardware
2024-12-28,TXN-202412-009,35110.39,expense,payroll,Bi-weekly payroll - Period 2
